Id;Batch;Instance;algo;vertices;layer;fan;disRate;percNeg;cpMult;Vertices;Edges;Diameter;Max in degree;Min in degree;Max out degree;Min out degree;Negative activities;Deadline;Last task Early Finish;effort;NPV
611;64-8-3-25-25-1;dg3.tpf;HS;64;8;3;25;25;1;66;155;8;20;1;16;1;80,3030303;100;50;3244;133,53
612;64-8-3-25-25-1;dg3.tpf;RS;64;8;3;25;25;1;66;155;8;20;1;16;1;80,3030303;100;50;20988;133,53
613;64-8-3-25-25-1;dg4.tpf;SAA;64;8;3;25;25;1;66;150;8;17;1;10;1;72,72727273;118;59;3862;91,81
614;64-8-3-25-25-1;dg4.tpf;HS;64;8;3;25;25;1;66;150;8;17;1;10;1;72,72727273;118;59;2973;91,81
615;64-8-3-25-25-1;dg4.tpf;RS;64;8;3;25;25;1;66;150;8;17;1;10;1;72,72727273;118;59;21218;91,81
616;64-8-3-25-25-1;dg5.tpf;SAA;64;8;3;25;25;1;66;155;7;18;1;17;1;68,18181818;124;62;3360;133,21
617;64-8-3-25-25-1;dg5.tpf;HS;64;8;3;25;25;1;66;155;7;18;1;17;1;68,18181818;124;62;2307;133,21
618;64-8-3-25-25-1;dg5.tpf;RS;64;8;3;25;25;1;66;155;7;18;1;17;1;68,18181818;124;62;24882;133,21
619;64-8-3-25-25-1;dg6.tpf;SAA;64;8;3;25;25;1;66;151;8;18;1;17;1;75,75757576;114;57;3508;108,89
620;64-8-3-25-25-1;dg6.tpf;HS;64;8;3;25;25;1;66;151;8;18;1;17;1;75,75757576;114;57;2887;108,89
621;64-8-3-25-25-1;dg6.tpf;RS;64;8;3;25;25;1;66;151;8;18;1;17;1;75,75757576;114;57;12624;108,89
622;64-8-3-25-25-1;dg7.tpf;SAA;64;8;3;25;25;1;66;159;8;14;1;19;1;78,78787879;134;67;3968;56,96
623;64-8-3-25-25-1;dg7.tpf;HS;64;8;3;25;25;1;66;159;8;14;1;19;1;78,78787879;134;67;3316;56,96
624;64-8-3-25-25-1;dg7.tpf;RS;64;8;3;25;25;1;66;159;8;14;1;19;1;78,78787879;134;67;28215;56,96
625;64-8-3-25-25-1;dg8.tpf;SAA;64;8;3;25;25;1;66;152;7;19;1;16;1;77,27272727;118;59;4400;-9,14
626;64-8-3-25-25-1;dg8.tpf;HS;64;8;3;25;25;1;66;152;7;19;1;16;1;77,27272727;118;59;3171;-9,14
627;64-8-3-25-25-1;dg8.tpf;RS;64;8;3;25;25;1;66;152;7;19;1;16;1;77,27272727;118;59;15820;-9,14
628;64-8-3-25-25-1;dg9.tpf;SAA;64;8;3;25;25;1;66;155;7;20;1;16;1;77,27272727;92;46;3443;61,03
629;64-8-3-25-25-1;dg9.tpf;HS;64;8;3;25;25;1;66;155;7;20;1;16;1;77,27272727;92;46;2845;61,03
630;64-8-3-25-25-1;dg9.tpf;RS;64;8;3;25;25;1;66;155;7;20;1;16;1;77,27272727;92;46;10611;61,03
631;64-8-3-25-50-1;dg1.tpf;SAA;64;8;3;25;50;1;66;158;7;15;1;13;1;56,06060606;118;59;1325;232,4
632;64-8-3-25-50-1;dg1.tpf;HS;64;8;3;25;50;1;66;158;7;15;1;13;1;56,06060606;118;59;831;232,4
633;64-8-3-25-50-1;dg1.tpf;RS;64;8;3;25;50;1;66;158;7;15;1;13;1;56,06060606;118;59;7031;232,4
634;64-8-3-25-50-1;dg10.tpf;SAA;64;8;3;25;50;1;66;153;7;20;1;18;1;53,03030303;90;45;1750;343,87
635;64-8-3-25-50-1;dg10.tpf;HS;64;8;3;25;50;1;66;153;7;20;1;18;1;53,03030303;90;45;1361;343,87
636;64-8-3-25-50-1;dg10.tpf;RS;64;8;3;25;50;1;66;153;7;20;1;18;1;53,03030303;90;45;3722;343,87
637;64-8-3-25-50-1;dg2.tpf;SAA;64;8;3;25;50;1;66;152;7;17;1;14;1;46,96969697;102;51;1115;246,31
638;64-8-3-25-50-1;dg2.tpf;HS;64;8;3;25;50;1;66;152;7;17;1;14;1;46,96969697;102;51;785;246,31
639;64-8-3-25-50-1;dg2.tpf;RS;64;8;3;25;50;1;66;152;7;17;1;14;1;46,96969697;102;51;2423;246,31
640;64-8-3-25-50-1;dg3.tpf;SAA;64;8;3;25;50;1;66;155;7;18;1;17;1;40,90909091;92;46;931;146,38
641;64-8-3-25-50-1;dg3.tpf;HS;64;8;3;25;50;1;66;155;7;18;1;17;1;40,90909091;92;46;582;146,38
642;64-8-3-25-50-1;dg3.tpf;RS;64;8;3;25;50;1;66;155;7;18;1;17;1;40,90909091;92;46;2558;146,38
643;64-8-3-25-50-1;dg4.tpf;SAA;64;8;3;25;50;1;66;146;7;18;1;19;1;63,63636364;98;49;1634;221,06
644;64-8-3-25-50-1;dg4.tpf;HS;64;8;3;25;50;1;66;146;7;18;1;19;1;63,63636364;98;49;1156;221,06
645;64-8-3-25-50-1;dg4.tpf;RS;64;8;3;25;50;1;66;146;7;18;1;19;1;63,63636364;98;49;5565;221,06
646;64-8-3-25-50-1;dg5.tpf;SAA;64;8;3;25;50;1;66;160;8;13;1;19;1;54,54545455;106;53;2768;175,61
647;64-8-3-25-50-1;dg5.tpf;HS;64;8;3;25;50;1;66;160;8;13;1;19;1;54,54545455;106;53;1825;175,61
648;64-8-3-25-50-1;dg5.tpf;RS;64;8;3;25;50;1;66;160;8;13;1;19;1;54,54545455;106;53;14012;175,61
649;64-8-3-25-50-1;dg6.tpf;SAA;64;8;3;25;50;1;66;151;8;16;1;14;1;56,06060606;108;54;2485;303,01
650;64-8-3-25-50-1;dg6.tpf;HS;64;8;3;25;50;1;66;151;8;16;1;14;1;56,06060606;108;54;1761;303,01
651;64-8-3-25-50-1;dg6.tpf;RS;64;8;3;25;50;1;66;151;8;16;1;14;1;56,06060606;108;54;6788;303,01
652;64-8-3-25-50-1;dg7.tpf;SAA;64;8;3;25;50;1;66;154;8;14;1;13;1;48,48484848;132;66;1641;153
653;64-8-3-25-50-1;dg7.tpf;HS;64;8;3;25;50;1;66;154;8;14;1;13;1;48,48484848;132;66;983;153
654;64-8-3-25-50-1;dg7.tpf;RS;64;8;3;25;50;1;66;154;8;14;1;13;1;48,48484848;132;66;6621;153
655;64-8-3-25-50-1;dg8.tpf;SAA;64;8;3;25;50;1;66;153;7;21;1;16;1;43,93939394;88;44;910;223,99
656;64-8-3-25-50-1;dg8.tpf;HS;64;8;3;25;50;1;66;153;7;21;1;16;1;43,93939394;88;44;603;223,99
657;64-8-3-25-50-1;dg8.tpf;RS;64;8;3;25;50;1;66;153;7;21;1;16;1;43,93939394;88;44;5033;223,99
658;64-8-3-25-50-1;dg9.tpf;SAA;64;8;3;25;50;1;66;153;7;18;1;18;1;43,93939394;94;47;936;256,19
659;64-8-3-25-50-1;dg9.tpf;HS;64;8;3;25;50;1;66;153;7;18;1;18;1;43,93939394;94;47;608;256,19
660;64-8-3-25-50-1;dg9.tpf;RS;64;8;3;25;50;1;66;153;7;18;1;18;1;43,93939394;94;47;3463;256,19
661;64-8-4-25-25-1;dg1.tpf;SAA;64;8;4;25;25;1;66;167;9;14;1;17;1;81,81818182;136;68;3770;42,38
662;64-8-4-25-25-1;dg1.tpf;HS;64;8;4;25;25;1;66;167;9;14;1;17;1;81,81818182;136;68;3182;42,38
663;64-8-4-25-25-1;dg1.tpf;RS;64;8;4;25;25;1;66;167;9;14;1;17;1;81,81818182;136;68;19931;42,38
664;64-8-4-25-25-1;dg10.tpf;SAA;64;8;4;25;25;1;66;183;7;18;1;15;1;71,21212121;136;68;2456;306,81
665;64-8-4-25-25-1;dg10.tpf;HS;64;8;4;25;25;1;66;183;7;18;1;15;1;71,21212121;136;68;2111;306,81
666;64-8-4-25-25-1;dg10.tpf;RS;64;8;4;25;25;1;66;183;7;18;1;15;1;71,21212121;136;68;16736;306,81
667;64-8-4-25-25-1;dg2.tpf;SAA;64;8;4;25;25;1;66;185;8;13;1;18;1;78,78787879;116;58;3663;56,02
668;64-8-4-25-25-1;dg2.tpf;HS;64;8;4;25;25;1;66;185;8;13;1;18;1;78,78787879;116;58;3244;56,02
669;64-8-4-25-25-1;dg2.tpf;RS;64;8;4;25;25;1;66;185;8;13;1;18;1;78,78787879;116;58;26697;56,02
670;64-8-4-25-25-1;dg3.tpf;SAA;64;8;4;25;25;1;66;189;7;12;1;14;1;75,75757576;108;54;3263;69,17
671;64-8-4-25-25-1;dg3.tpf;HS;64;8;4;25;25;1;66;189;7;12;1;14;1;75,75757576;108;54;2919;69,17
672;64-8-4-25-25-1;dg3.tpf;RS;64;8;4;25;25;1;66;189;7;12;1;14;1;75,75757576;108;54;29922;69,17
673;64-8-4-25-25-1;dg4.tpf;SAA;64;8;4;25;25;1;66;185;8;13;1;12;1;81,81818182;132;66;4262;49,42
674;64-8-4-25-25-1;dg4.tpf;HS;64;8;4;25;25;1;66;185;8;13;1;12;1;81,81818182;132;66;3686;49,42
675;64-8-4-25-25-1;dg4.tpf;RS;64;8;4;25;25;1;66;185;8;13;1;12;1;81,81818182;132;66;24278;49,42
676;64-8-4-25-25-1;dg5.tpf;SAA;64;8;4;25;25;1;66;187;7;14;1;14;1;75,75757576;128;64;4303;121,79
677;64-8-4-25-25-1;dg5.tpf;HS;64;8;4;25;25;1;66;187;7;14;1;14;1;75,75757576;128;64;2936;121,79
678;64-8-4-25-25-1;dg5.tpf;RS;64;8;4;25;25;1;66;187;7;14;1;14;1;75,75757576;128;64;26469;121,79
679;64-8-4-25-25-1;dg6.tpf;SAA;64;8;4;25;25;1;66;181;7;17;1;12;1;69,6969697;128;64;2256;47,4
680;64-8-4-25-25-1;dg6.tpf;HS;64;8;4;25;25;1;66;181;7;17;1;12;1;69,6969697;128;64;1871;47,4
681;64-8-4-25-25-1;dg6.tpf;RS;64;8;4;25;25;1;66;181;7;17;1;12;1;69,6969697;128;64;29082;47,4
682;64-8-4-25-25-1;dg7.tpf;SAA;64;8;4;25;25;1;66;187;7;17;1;13;1;72,72727273;128;64;3953;79,28
683;64-8-4-25-25-1;dg7.tpf;HS;64;8;4;25;25;1;66;187;7;17;1;13;1;72,72727273;128;64;3541;79,28
684;64-8-4-25-25-1;dg7.tpf;RS;64;8;4;25;25;1;66;187;7;17;1;13;1;72,72727273;128;64;11005;79,28
685;64-8-4-25-25-1;dg8.tpf;SAA;64;8;4;25;25;1;66;198;7;15;1;15;1;78,78787879;114;57;4440;17,58
686;64-8-4-25-25-1;dg8.tpf;HS;64;8;4;25;25;1;66;198;7;15;1;15;1;78,78787879;114;57;3694;17,58
687;64-8-4-25-25-1;dg8.tpf;RS;64;8;4;25;25;1;66;198;7;15;1;15;1;78,78787879;114;57;38982;17,58
688;64-8-4-25-25-1;dg9.tpf;SAA;64;8;4;25;25;1;66;181;7;12;1;13;1;77,27272727;124;62;3217;129,4
689;64-8-4-25-25-1;dg9.tpf;HS;64;8;4;25;25;1;66;181;7;12;1;13;1;77,27272727;124;62;3009;129,4
690;64-8-4-25-25-1;dg9.tpf;RS;64;8;4;25;25;1;66;181;7;12;1;13;1;77,27272727;124;62;30940;129,4
691;64-8-4-25-50-1;dg1.tpf;SAA;64;8;4;25;50;1;66;189;8;13;1;14;1;50;104;52;1870;144,05
692;64-8-4-25-50-1;dg1.tpf;HS;64;8;4;25;50;1;66;189;8;13;1;14;1;50;104;52;1233;144,05
693;64-8-4-25-50-1;dg1.tpf;RS;64;8;4;25;50;1;66;189;8;13;1;14;1;50;104;52;10517;144,05
694;64-8-4-25-50-1;dg10.tpf;SAA;64;8;4;25;50;1;66;197;7;16;1;19;1;50;120;60;1634;213,83
695;64-8-4-25-50-1;dg10.tpf;HS;64;8;4;25;50;1;66;197;7;16;1;19;1;50;120;60;1051;213,83
696;64-8-4-25-50-1;dg10.tpf;RS;64;8;4;25;50;1;66;197;7;16;1;19;1;50;120;60;12654;213,83
697;64-8-4-25-50-1;dg2.tpf;SAA;64;8;4;25;50;1;66;184;8;19;1;15;1;48,48484848;138;69;1604;218,15
698;64-8-4-25-50-1;dg2.tpf;HS;64;8;4;25;50;1;66;184;8;19;1;15;1;48,48484848;138;69;1172;218,15
699;64-8-4-25-50-1;dg2.tpf;RS;64;8;4;25;50;1;66;184;8;19;1;15;1;48,48484848;138;69;5369;218,15
700;64-8-4-25-50-1;dg3.tpf;SAA;64;8;4;25;50;1;66;190;7;16;1;14;1;56,06060606;114;57;2614;25,01
701;64-8-4-25-50-1;dg3.tpf;HS;64;8;4;25;50;1;66;190;7;16;1;14;1;56,06060606;114;57;1754;25,01
702;64-8-4-25-50-1;dg3.tpf;RS;64;8;4;25;50;1;66;190;7;16;1;14;1;56,06060606;114;57;14541;25,01
703;64-8-4-25-50-1;dg4.tpf;SAA;64;8;4;25;50;1;66;191;7;13;1;17;1;46,96969697;106;53;2285;274,27
704;64-8-4-25-50-1;dg4.tpf;HS;64;8;4;25;50;1;66;191;7;13;1;17;1;46,96969697;106;53;1453;274,27
705;64-8-4-25-50-1;dg4.tpf;RS;64;8;4;25;50;1;66;191;7;13;1;17;1;46,96969697;106;53;13233;274,27
706;64-8-4-25-50-1;dg5.tpf;SAA;64;8;4;25;50;1;66;192;7;17;1;12;1;39,39393939;112;56;1164;208,9
707;64-8-4-25-50-1;dg5.tpf;HS;64;8;4;25;50;1;66;192;7;17;1;12;1;39,39393939;112;56;677;208,9
708;64-8-4-25-50-1;dg5.tpf;RS;64;8;4;25;50;1;66;192;7;17;1;12;1;39,39393939;112;56;8017;208,9
709;64-8-4-25-50-1;dg6.tpf;SAA;64;8;4;25;50;1;66;196;7;13;1;19;1;45,45454545;112;56;1587;152
710;64-8-4-25-50-1;dg6.tpf;HS;64;8;4;25;50;1;66;196;7;13;1;19;1;45,45454545;112;56;1144;152
711;64-8-4-25-50-1;dg6.tpf;RS;64;8;4;25;50;1;66;196;7;13;1;19;1;45,45454545;112;56;5866;152
712;64-8-4-25-50-1;dg7.tpf;SAA;64;8;4;25;50;1;66;183;7;15;1;15;1;45,45454545;126;63;906;166,31
713;64-8-4-25-50-1;dg7.tpf;HS;64;8;4;25;50;1;66;183;7;15;1;15;1;45,45454545;126;63;578;166,31
714;64-8-4-25-50-1;dg7.tpf;RS;64;8;4;25;50;1;66;183;7;15;1;15;1;45,45454545;126;63;6045;166,31
715;64-8-4-25-50-1;dg8.tpf;SAA;64;8;4;25;50;1;66;187;8;15;1;15;1;46,96969697;120;60;965;241,39
716;64-8-4-25-50-1;dg8.tpf;HS;64;8;4;25;50;1;66;187;8;15;1;15;1;46,96969697;120;60;608;241,39
717;64-8-4-25-50-1;dg8.tpf;RS;64;8;4;25;50;1;66;187;8;15;1;15;1;46,96969697;120;60;11914;241,39
718;64-8-4-25-50-1;dg9.tpf;SAA;64;8;4;25;50;1;66;182;8;12;1;12;1;48,48484848;110;55;2540;278,68
719;64-8-4-25-50-1;dg9.tpf;HS;64;8;4;25;50;1;66;182;8;12;1;12;1;48,48484848;110;55;1320;278,68
720;64-8-4-25-50-1;dg9.tpf;RS;64;8;4;25;50;1;66;182;8;12;1;12;1;48,48484848;110;55;4492;278,68
